rise_timestamp,dt_minutes,delta_T_oti_units,power_scenario_kw,power_kw,energy_kj,c_oil_scenario,c_kj_per_kg_k,critical_mass_kg,assumption
2019-07-16 13:38:00,8.0,198.0,local_max_kw_30min,96.882,46503.36,mineral_oil_typical_low,1.8,130.48080808080806,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,local_max_kw_30min,84.835,45810.9,mineral_oil_typical_high,2.1,105.89667128987517,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,global_max_kw,142.147,76759.37999999999,mineral_oil_typical_low,1.8,207.01019417475726,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,global_max_kw,142.147,76759.37999999999,mineral_oil_typical_high,2.1,177.43730929264908,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,parameterized_500kw,500.0,270000.0,mineral_oil_typical_low,1.8,728.1553398058252,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,parameterized_500kw,500.0,270000.0,mineral_oil_typical_high,2.1,624.133148404993,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,parameterized_1500kw,1500.0,810000.0,mineral_oil_typical_low,1.8,2184.4660194174758,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-16 12:39:00,9.0,206.0,parameterized_1500kw,1500.0,810000.0,mineral_oil_typical_high,2.1,1872.399445214979,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,local_max_kw_30min,64.453,54140.520000000004,mineral_oil_typical_low,1.8,148.16781609195402,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,local_max_kw_30min,64.453,54140.520000000004,mineral_oil_typical_high,2.1,127.00098522167488,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,global_max_kw,142.147,119403.48,mineral_oil_typical_low,1.8,326.77471264367813,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,global_max_kw,142.147,119403.48,mineral_oil_typical_high,2.1,280.09261083743843,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,parameterized_500kw,500.0,420000.0,mineral_oil_typical_low,1.8,1149.4252873563216,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,parameterized_500kw,500.0,420000.0,mineral_oil_typical_high,2.1,985.2216748768473,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,parameterized_1500kw,1500.0,1260000.0,mineral_oil_typical_low,1.8,3448.275862068965,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 10:29:00,14.0,203.0,parameterized_1500kw,1500.0,1260000.0,mineral_oil_typical_high,2.1,2955.6650246305417,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,local_max_kw_30min,100.853,18153.539999999997,mineral_oil_typical_low,1.8,50.42649999999999,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,local_max_kw_30min,100.853,18153.539999999997,mineral_oil_typical_high,2.1,43.22271428571428,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,global_max_kw,142.147,25586.46,mineral_oil_typical_low,1.8,71.0735,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,global_max_kw,142.147,25586.46,mineral_oil_typical_high,2.1,60.92014285714286,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,parameterized_500kw,500.0,90000.0,mineral_oil_typical_low,1.8,250.0,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,parameterized_500kw,500.0,90000.0,mineral_oil_typical_high,2.1,214.28571428571428,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,parameterized_1500kw,1500.0,270000.0,mineral_oil_typical_low,1.8,750.0,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-17 13:03:00,3.0,200.0,parameterized_1500kw,1500.0,270000.0,mineral_oil_typical_high,2.1,642.8571428571429,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,local_max_kw_30min,60.113,28854.239999999998,mineral_oil_typical_low,1.8,78.96617405582921,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,local_max_kw_30min,60.113,28854.239999999998,mineral_oil_typical_high,2.1,67.68529204785362,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,global_max_kw,142.147,68230.56,mineral_oil_typical_low,1.8,186.72840722495891,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,global_max_kw,142.147,68230.56,mineral_oil_typical_high,2.1,160.05292047853624,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,parameterized_500kw,500.0,240000.0,mineral_oil_typical_low,1.8,656.8144499178982,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,parameterized_500kw,500.0,240000.0,mineral_oil_typical_high,2.1,562.9838142153413,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,parameterized_1500kw,1500.0,720000.0,mineral_oil_typical_low,1.8,1970.4433497536943,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-18 13:08:00,8.0,203.0,parameterized_1500kw,1500.0,720000.0,mineral_oil_typical_high,2.1,1688.951442646024,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,local_max_kw_30min,91.457,32924.52,mineral_oil_typical_low,1.8,91.457,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,local_max_kw_30min,91.457,32924.52,mineral_oil_typical_high,2.1,78.39171428571427,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,global_max_kw,142.147,51172.92,mineral_oil_typical_low,1.8,142.147,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,global_max_kw,142.147,51172.92,mineral_oil_typical_high,2.1,121.84028571428571,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,parameterized_500kw,500.0,180000.0,mineral_oil_typical_low,1.8,500.0,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,parameterized_500kw,500.0,180000.0,mineral_oil_typical_high,2.1,428.57142857142856,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,parameterized_1500kw,1500.0,540000.0,mineral_oil_typical_low,1.8,1500.0,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-19 15:21:00,6.0,200.0,parameterized_1500kw,1500.0,540000.0,mineral_oil_typical_high,2.1,1285.7142857142858,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,local_max_kw_30min,90.202,97418.16,mineral_oil_typical_low,1.8,270.606,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,local_max_kw_30min,90.202,97418.16,mineral_oil_typical_high,2.1,231.948,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,global_max_kw,142.147,153518.75999999998,mineral_oil_typical_low,1.8,426.4409999999999,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,global_max_kw,142.147,153518.75999999998,mineral_oil_typical_high,2.1,365.5208571428571,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,parameterized_500kw,500.0,540000.0,mineral_oil_typical_low,1.8,1500.0,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,parameterized_500kw,500.0,540000.0,mineral_oil_typical_high,2.1,1285.7142857142858,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,parameterized_1500kw,1500.0,1620000.0,mineral_oil_typical_low,1.8,4500.0,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-08-22 13:48:00,18.0,200.0,parameterized_1500kw,1500.0,1620000.0,mineral_oil_typical_high,2.1,3857.1428571428573,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,local_max_kw_30min,102.969,12356.279999999999,mineral_oil_typical_low,1.8,37.71758241758241,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,local_max_kw_30min,102.969,12356.279999999999,mineral_oil_typical_high,2.1,32.329356357927786,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,global_max_kw,142.147,17057.64,mineral_oil_typical_low,1.8,52.06849816849817,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,global_max_kw,142.147,17057.64,mineral_oil_typical_high,2.1,44.63014128728415,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,parameterized_500kw,500.0,60000.0,mineral_oil_typical_low,1.8,183.15018315018312,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,parameterized_500kw,500.0,60000.0,mineral_oil_typical_high,2.1,156.98587127158555,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,parameterized_1500kw,1500.0,180000.0,mineral_oil_typical_low,1.8,549.4505494505494,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
2019-09-03 14:42:00,2.0,182.0,parameterized_1500kw,1500.0,180000.0,mineral_oil_typical_high,2.1,470.9576138147567,100% of electrical energy into oil heat (EXTREME upper bound); OTI units unconfirmed; oil type unknown
